id,name,location,phonenumber,category,province,xpos,ypos,average_rating
264,대전동부요양병원,"대전광역시 동구 동부로 150- ,  (용운동)",042-368-2000,내과,대전,127.4669301,36.327208,3.0
265,대전보람요양병원,"대전광역시 중구 인창로 35, (문창동)",042-242-9900,내과,대전,127.4332686,36.3233974,2.4
266,대전연세요양병원,"대전광역시 유성구 한밭대로492번길 26-30,  (봉명동)",042-826-2772,내과,대전,127.3508882,36.358794,3.0
267,대진요양병원,"경기도 여주시 강천면 강천로 702, ()",031-887-0905,내과,경기,127.6925397,37.2635385,3.3
268,대한민국요양병원,"서울특별시 동대문구 장한로 200, (장안동, KS빌딩)",2213-9991,내과,서울,127.072484,37.5782948,2.8
269,대한요양병원,"광주광역시 남구 서문대로 758, 2~5층 (주월동)",062-520-9000,내과,광주,126.8980564,35.1270338,2.5
270,더드림요양병원,"서울특별시 동대문구 한빛로 12, 지하1층 ~ 4층 (신설동)",02-6674-7575,내과,서울,127.0248888,37.5767579,3.0
271,더사랑요양병원,"서울특별시 송파구 마천로 227, 보은빌딩 (마천동)",02-6959-5522,내과,서울,127.14321,37.5005435,3.0
272,더세인트요양병원,"서울특별시 구로구 경인로 218, 더세인트빌딩 B1.B중,3~15층 (오류동)",02-333-1119,내과,서울,126.8451753,37.4962591,2.9
273,더숲요양병원,"전라북도 전주시 완산구 흑석2길 22,  (서서학동)",063-230-2000,내과,전북,127.1500754,35.7960064,3.1
274,더원요양병원,"경기도 용인시 기흥구 용구대로 2252, 더원병원 (신갈동)",031-282-8123,내과,경기,127.1088427,37.2875413,3.0
275,더조은요양병원,"서울특별시 노원구 화랑로 323, (월계동)",02-941-7800,내과,서울,127.0636702,37.6149081,3.1
276,더퍼스트요양병원,"경기도 화성시 경기대로 1020, 병점 우즈베리 (병점동)",031-223-9975,내과,경기,127.0362476,37.2069919,3.2
277,더편한소사요양병원,"경기도 부천시 소사로 236, 이레빌딩 1층일부,4층일부,5층,6층 (소사본동)",032-349-8090,내과,경기,126.7958664,37.4793133,4.7
278,더행복요양병원,"인천광역시 남동구 미래로 45, 벤처빌딩 2,3,4,5,7층 (구월동)",431-8585,내과,인천,126.7041662,37.4542597,2.8
279,덕천요양병원,"부산광역시 북구 기찰로 2-1, (덕천동)",051-939-8800,내과,부산,129.0054717,35.2111844,3.7
280,도경요양병원,"강원도 삼척시 도계읍 강원남부로 632-0,",033-554-4715,내과,강원,129.035205,37.1796238,4.0
281,도화요양병원,"인천광역시 미추홀구 경인로 302, (도화동)",032-865-0033,내과,인천,126.6738495,37.459758,3.0
282,동국마음요양병원,"경기도 고양시 일산동구 숲속마을로 18, 웰빙타운 5~8층 4층 403,404호 ",031-811-9900,내과,경기,126.8015039,37.6672517,5.0
283,동대구요양병원,"대구광역시 동구 신암남로 159, (신암동)",053-957-7551,내과,대구,128.6312815,35.8836778,3.2
284,동백요양병원,"경기도 용인시 기흥구 동백중앙로 269, 동백벤포스타 5~9층 (중동)",031-284-7577,내과,경기,127.1530911,37.2767024,2.6
285,동부참사랑요양병원,"서울특별시 광진구 동일로 154, (화양동)",02-461-6602,내과,서울,127.0663265,37.5457631,3.0
286,동서THE선요양병원,"광주광역시 북구 대자실로 33,  (운암동)",062-519-5000,내과,광주,126.8740556,35.1801063,3.0
287,동서요양병원,"서울특별시 성북구 동소문로 306, (하월곡동)",02-942-3611,내과,서울,127.0289356,37.6068963,3.5
288,동서천요양병원,"충청남도 서천군 화양면 활산로 245, 동서천요양병원",041-952-7147,내과,충남,126.8086106,36.0665109,3.0
289,동원노인전문병원,"경기도 동두천시 탑신로 522, 지하1층, 1층 (탑동동)",031-867-4776,내과,경기,127.1360859,37.9000563,2.1
290,동원요양병원,"경기도 고양시 일산동구 일산로 439, 지하1~2층 지상2~5층호 (정발산동)",031-850-7000,내과,경기,126.778043,37.6729564,2.8
291,동해요양병원,"강원도 동해시 중앙로 218, 218",033-531-2500,내과,강원,129.1156782,37.520357,3.2
292,동행요양병원,"광주광역시 북구 무등로 226, (신안동)",062-720-2000,내과,광주,126.9077391,35.164314,2.4
293,둔산엔젤요양병원,"대전광역시 서구 대덕대로 238-0, 5층,9~11층",042-710-6000,내과,대전,127.379941,36.3541136,3.5
294,둔산요양병원,"대전광역시 서구 둔산중로 38-0, 둔산메트로존(9,10층)",042-719-7575,내과,대전,127.3872537,36.3499644,1.2
295,드림힐 요양병원,"제주특별자치도 제주시 조천읍 번영로 957, ()",064-759-9960,내과,제주,126.6391594,33.4758911,2.5
296,따사랑요양병원,"울산광역시 남구 봉월로 161, 2-5층 (신정동)",052-261-5567,내과,울산,129.3071434,35.5467923,4.3
297,라온요양병원,"충청남도 공주시 우성면 통천포길 333, ()",041-852-8575,내과,충남,127.0483523,36.4761142,2.4
298,라이온요양병원,"인천광역시 남동구 경인로 520, 탑프라자2 5,6층일부7~10층 (간석동)",426-7575,내과,인천,126.6970709,37.460777,2.2
299,라이프요양병원,"경기도 하남시 미사강변대로 42, DK골드타워 3~7층 (풍산동)",031-795-4900,내과,경기,127.1859509,37.5540955,2.7
300,라임요양병원,"인천광역시 남동구 구월로 135, (간석동)",032-434-9993,내과,인천,126.7054793,37.4571299,3.0
301,라파엘 요양병원,"충청남도 논산시 강경읍 대흥로 45-1, ()",041-745-6771,내과,충남,127.0119884,36.1574469,2.8
302,라파요양병원,"부산광역시 사하구 다대로 544, 3-4층 (다대동, 진요빌딩)",051-262-3457,내과,부산,128.9709781,35.0578274,2.5
303,로고스요양병원,"충청남도 천안시 동남구 청수로 123-11, (구성동)",041-410-2100,내과,충남,127.157656,36.7945596,4.0
304,로하스광명요양병원,"경기도 광명시 디지털로 25, (철산동, 청덕빌딩)",02-2619-0075,내과,경기,126.8701994,37.4740923,2.7
305,로하스동서울요양병원,"서울특별시 중랑구 봉화산로 194, 신아타운 4,5층 (신내동)",02-577-9696,내과,서울,127.0947162,37.6064552,3.2
306,로하스용인요양병원,"경기도 용인시 처인구 금령로 21, 메디타워 2층일부(201호) 및 3~10층 (",031-333-7585,내과,경기,127.1986399,37.2350458,3.3
307,로하스인천요양병원,"인천광역시 연수구 벚꽃로 114, 브랫슬 7~8층 (연수동)",032-421-1288,내과,인천,126.6781248,37.4170791,2.8
308,로하스참사랑요양병원,"서울특별시 영등포구 경인로77길 6, (문래동2가)",02-2634-7500,내과,서울,126.8933557,37.5127119,2.2
309,로하스클로버요양병원,"경기도 고양시 덕양구  호국로 804, (성사동)",031-967-5050,내과,경기,126.8375474,37.6573648,3.2
310,리암요양병원,"경상북도 경산시 원효로 172-0, (사동)",053-1855-2255,내과,경북,128.7553861,35.8197585,2.0
311,마루요양병원,"전라남도 화순군 춘양면 개천로 249, ()",061-373-9100,내과,전남,126.923612,34.9295501,2.4
312,마포요양병원,"서울특별시 마포구 성산로4길 33, 마포요양병원 지하1~5층 (성산동)",02-337-8111,내과,서울,126.90874,37.5640999,2.8
313,맑은숨요양병원,"경상남도 양산시 탑골길 310, (용당동)",055-363-5002,내과,경남,,,2.4
314,메디움강남요양병원,"서울특별시 강남구 강남대로 276, (도곡동)",02-573-5737,내과,서울,127.0328796,37.488047,3.3
315,메디움수원요양병원,"경기도 수원시 장안구 팔달로 235, (영화동, 메디움수원요양병원)",031-251-3336,내과,경기,127.0109215,37.2876872,2.0
316,메디팜요양병원,"전라남도 순천시 양율길 306,  (인월동)",061-729-3300,내과,전남,127.478177,34.8976544,5.0
317,메디하우스요양병원,"전라북도 익산시 인북로4길 59, (인화동2가)",063-854-8875,내과,전북,126.9560551,35.9292133,2.3
318,메디하임효병원,"경기도 안양시 만안구 안양로 115, (안양동, 지상2,3,4,5,6층)",031-346-7601,내과,경기,126.9325215,37.3849123,4.0
319,메디하임효요양병원,"경기도 용인시 수지구 현암로 164, 신주프라자 306호,4층,603호~608호 ",031-889-8700,내과,경기,127.1276285,37.3312751,3.7
320,메디힐요양병원,"경기도 파주시 파평면 청송로652번길 14, 외2필지",031-944-1797,내과,경기,126.8800181,37.9421581,3.1
321,메이저요양병원,"경기도 수원시 팔달구 경수대로565번길 51, (인계동)",031-237-7700,내과,경기,127.0273446,37.2756908,2.7
322,메이플요양병원,"경기도 부천시 평천로 724, (삼정동)",032-715-7611,내과,경기,126.771156,37.5148952,3.7
323,메트로요양병원,"경상남도 창원시 진해구 용원로 37, (용원동, 블루마운틴)",055-552-0013,내과,경남,128.8133848,35.0999853,2.6
324,명덕효요양병원,"대구광역시 남구 중앙대로 227, 주1(지하1~5)층 ,주2(지하1~3)층호 (대",053-476-0000,내과,대구,128.5900107,35.8538173,3.7
325,명문요양병원,"전라남도 담양군 대덕면 창평현로 1063, ()",061-381-8075,내과,전남,127.0491748,35.2501132,3.4
326,모나리자요양병원,"서울특별시 강서구 양천로 715, 지하3층~8층 (염창동)",02-3663-6786,내과,서울,126.8755495,37.5497887,2.5
327,문경점촌요양병원,"경상북도 문경시 영신영강길 30-0, (영신동)",054-555-7500,내과,경북,128.2147365,36.5878128,2.8
328,문막요양병원,"강원도 원주시 문막읍 문막시장1길 16-0,",033-813-9922,내과,강원,127.8170021,37.3079128,2.0
329,문양요양병원,"대구광역시 달성군 다사읍 달구벌대로109길 12-6, 1~4층",053-582-7777,내과,대구,128.4403834,35.8529902,2.0
330,문요양병원,"대구광역시 북구 칠곡중앙대로 215, 지하2층, 1층~7층 (태전동)",053-326-6800,내과,대구,128.5480197,35.9153551,3.7
331,미남동의요양병원,"부산광역시 동래구 아시아드대로 239-1, (온천동)",051-507-7714,내과,부산,129.0674535,35.2054534,2.8
332,미라클요양병원,"경기도 군포시 삼성로8번길 4-20, (부곡동)",031-393-5566,내과,경기,126.9351014,37.3363977,2.3
333,미래요양병원,"전라북도 김제시 금구면 낙산1길 72, ()",063-540-8899,내과,전북,127.0014483,35.8077764,4.7
334,미사강변요양병원,"경기도 하남시 미사대로 424, 트레비타워 4~8층 (망월동)",031-8028-5577,내과,경기,127.1978381,37.566238,4.0
335,미소요양병원,"광주광역시 서구 내방로 434, 버킹검웨딩타운 1-5층층 (농성동)",062-414-7000,내과,광주,126.8867495,35.160014,3.8
336,미추홀숲요양병원,"인천광역시 미추홀구 한나루로 505, (용현동, 조흥빌딩 2층 ~6층)",032-873-0010,내과,인천,126.6671895,37.4520249,2.0
337,바른요양병원,"강원도 원주시 판부면 치악로 1139,",033-762-0100,내과,강원,127.9908842,37.293156,4.3
338,방어진마린요양병원,"울산광역시 동구 중진길 60, (방어동)",052-911-9988,내과,울산,129.4246157,35.4827252,3.5
339,백석요양병원,"충청남도 천안시 서북구 백석5길 4, (백석동)",041-565-2300,내과,충남,127.127605,36.8214172,2.7
340,백세요양병원,"대전광역시 중구 대종로 437-0, 백세병원",042-226-0101,내과,대전,127.4283495,36.3238691,3.8
341,백운요양병원,"인천광역시 부평구 마장로 68, (십정동, K빌딩, 지하1층,지상1층(일부),지상",032-504-0109,내과,인천,126.7085621,37.4849232,2.7
342,백재활요양병원,"전라남도 화순군 화순읍 대교로 147-10, ()",061-373-0500,내과,전남,126.9966007,35.0638602,3.2
343,범서사랑요양병원,"울산광역시 울주군 범서읍 구영로 94, 엠프라자 3,7,8층",052-211-9393,내과,울산,129.241276,35.5741416,2.5
344,베드로요양병원,"경기도 시흥시 평안상가5길 19, 스마일요양병원 본관동 (정왕동)",031-484-2500,내과,경기,126.7479472,37.3358394,2.8
345,베스트안요양병원,"경기도 용인시 기흥구 흥덕2로105번길 6, 6~9층 (영덕동, 흥덕U프라자)",031-216-2279,내과,경기,127.0733687,37.2772841,3.5
346,베스트요양병원,"경기도 여주시 가남읍 경충대로961번길 2-15, 2",031-884-8100,내과,경기,127.5612674,37.1817895,3.2
347,베스트힐스요양병원,"경기도 안산시 상록구 선진안길 17, (사동, e-서울병원)",031-415-2300,내과,경기,126.8440996,37.2813199,3.8
348,벤조인요양병원,"대전광역시 유성구 지족로364번길 19-0, 2층 (지족동)",042-823-1785,내과,대전,127.3179351,36.3861643,3.0
349,벧엘요양병원,"전라북도 전주시 덕진구 조경단로 77, (금암동)",063-255-5321,내과,전북,127.1386393,35.8412628,1.5
350,보람요양병원,"부산광역시 금정구 중앙대로 1961, (구서동)",051-514-0075,내과,부산,129.0910825,35.2593923,3.0
351,보령시립노인전문병원,"충청남도 보령시 청라면 질재로 373, (청라면)",041-935-1166,내과,충남,126.6086597,36.4060076,2.5
352,보문효사랑요양병원,"서울특별시 성북구 보문로 46, (보문동7가)",02-929-3355,내과,서울,127.0227418,37.5797389,2.2
353,보생요양병원,"부산광역시 동구 범일로 124, (범일동)",051-634-1121,내과,부산,129.0596663,35.1409626,1.0
354,보성요양병원,"경기도 부천시 소사로 742, 세라메디컬센터 지하1층일부,2층,3층일부,4~6층 ",032-683-0004,내과,경기,126.8051268,37.5223103,2.5
355,보아스요양병원,"대전광역시 서구 도산로 224, (변동)",042-537-2000,내과,대전,127.3811392,36.3277745,5.0
356,복음요양병원,"경상남도 창원시 마산회원구 3·15대로 850, 복음요양병원 (합성동)",055-291-7000,내과,경남,128.589561,35.2454494,3.0
357,봄날요양병원,"인천광역시 남동구 인주대로 806, (구월동)",032-464-9101,내과,인천,126.7267574,37.4483636,1.5
358,봄요양병원,"경상북도 포항시 북구 장량로31번길 56,  (장성동)",054-727-2233,내과,경북,129.3851875,36.0876737,3.0
359,봉화군립노인전문요양병원,"경상북도 봉화군 봉화읍 보밑길 9, ()",054-674-0011,내과,경북,128.7337524,36.8917569,2.0
360,부곡요양병원,"부산광역시 금정구 부곡로 56, (부곡동)",051-512-6900,내과,부산,129.0895673,35.2210799,3.4
361,부림요양병원,"경상북도 경산시 와촌면 하양로 359, (와촌면)",053-853-1355,내과,경북,128.84325,35.922993,4.0
362,부부요양병원,"전라남도 목포시 영산로 620-1,  (석현동)",061-989-9000,내과,전남,126.4224609,34.8204251,5.0
363,부산노인전문제2병원,"부산광역시 연제구 월드컵대로 359, (거제동)",051-6072-0758,내과,부산,129.0592351,35.1872822,2.0
364,부산노인전문제3병원,"부산광역시 해운대구 해운대로469번가길 77, (우동)",780-5555,내과,부산,129.1473694,35.1682538,3.6
365,부산노인전문제4병원,"부산광역시 사하구 동매로44번길 4, (하단동)",202-1370,내과,부산,128.9631132,35.102443,2.5
366,부안효요양병원,"전라북도 부안군 행안면 염소로 25, 25",063-580-7100,내과,전북,126.721325,35.7306346,2.8
367,부여노인전문병원,"충청남도 부여군 규암면 반산로 39, ()",041-836-1985,내과,충남,126.8692814,36.2755975,2.3
368,부여효요양병원,"충청남도 부여군 초촌면 소호로 71, (초촌면)",041-834-5114,내과,충남,127.0492036,36.2657181,1.7
369,부천삼성요양병원,"경기도 부천시 부일로 522, 1층~8층 (심곡동, 일죽스포렉스빌딩)",032-721-7577,내과,경기,126.7879621,37.4848967,2.8
370,부천시립노인전문병원,"경기도 부천시 까치로 26, (작동)",032-713-7300,내과,경기,126.8083768,37.50918,3.2
371,부평성심요양병원,"인천광역시 부평구 마장로 449, (청천동)",032-504-9966,내과,인천,126.7039518,37.5182691,3.0
372,부평세연요양병원,"인천광역시 부평구 부흥로 329, 7층 (부평동, 로얄프라자)",032-505-5114,내과,인천,126.7286094,37.4985618,3.0
373,북면이화요양병원,"경상남도 창원시 의창구 북면 천주로 1092, ()",055-293-3311,내과,경남,128.6082139,35.3480052,3.2
374,북서울요양병원,"서울특별시 강북구 한천로 1002, 북서울요양병원 (번동)",02-900-7006,내과,서울,127.0300388,37.6381372,3.0
375,분당센트럴요양병원,"경기도 성남시 분당구 양현로94번길 17, 지1층~5층 (이매동)",031-706-9090,내과,경기,127.1260479,37.3912904,5.0
376,분당수요양병원,"경기도 성남시 분당구 판교로 473, 2,3,4,6층 (야탑동, ROOKIE 11",703-7500,내과,경기,127.1264483,37.405734,3.0
377,분당연세요양병원,"경기도 성남시 분당구 양현로375번길 31, 지하1층,1,2,3층 (야탑동)",031-703-0888,내과,경기,127.1209028,37.4160778,3.2
378,브니엘노인전문병원,"경기도 양평군 용문면 중원산로490번길 30, ()",031-773-3581,내과,경기,127.6201714,37.5440078,3.0
379,비에스(BS)요양병원,"경상북도 성주군 선남면 운용로 1543-107, ()",054-982-9988,내과,경북,128.3550373,35.8806475,2.6
380,비오람요양병원,"경기도 남양주시 진접읍 해밀예당2로 217-38, ()",574-1100,내과,경기,127.2106731,37.7211543,5.0
381,비오메드요양병원,"전라남도 화순군 도곡면 온천1길 59, ()",061-870-7575,내과,전남,126.9021301,35.029729,1.0
382,빅토리아요양병원,"인천광역시 계양구 계산새로 71, C동 11,12,13층 (계산동, 하이베라스)",032-552-8050,내과,인천,126.7360621,37.5386558,2.7
383,빛고을요양병원,"광주광역시 북구 태봉로 46, 1～7층 (유동)",062-571-7000,내과,광주,126.9044722,35.1615207,3.0
384,뿌리요양병원,"인천광역시 남동구 논고개로 77, 에코타워 7,8층 (논현동)",431-7979,내과,인천,126.726258,37.3984464,2.8
385,사단법인청색회 연지그린요양병원,"부산광역시 부산진구 새싹로 186, (연지동)",051-928-6000,내과,부산,129.0496884,35.1728103,3.3
386,사단법인한국경로복지회 우리요양병원,"경상남도 김해시 대청로210번길 24, 장유엔트로빌딩 7,8,9층 (대청동)",055-339-7300,내과,경남,128.7974045,35.1938636,4.0
387,사랑애요양병원,"경기도 군포시 군포로573번길 3, (당동, 럭키베스트빌 201,301,401호)",031-455-5454,내과,경기,126.9470447,37.3570873,2.1
388,사랑요양병원,"서울특별시 서대문구 수색로 131, (북가좌동)",02-304-7573,내과,서울,126.9057006,37.5742173,4.0
389,사직요양병원,"부산광역시 동래구 충렬대로 97, (온천동)",051-931-7000,내과,부산,129.0718307,35.2073474,5.0
390,사회복지법인 금성복지재단 보광노인전문병원,"대전광역시 동구 산내로560번길 18-11,  (상소동)",042-274-6700,내과,대전,127.4530184,36.2270566,3.5
391,사회복지법인 동남복지재단 부산은빛요양병원,"부산광역시 북구 백양대로1048번길 10, (구포동)",051-333-0707,내과,부산,128.9966153,35.198363,3.2
392,사회복지법인 상록원 상록요양병원,"경기도 화성시 마도면 화성로888번길 42, ()",031-355-1872,내과,경기,126.7833115,37.2015499,3.8
393,사회복지법인 성바오로애덕원 성바오로복지병원,"전라북도 완주군 소양면 해월신왕길 65, ()",063-249-3305,내과,전북,127.2606125,35.8597654,3.0
394,사회복지법인인효원제주복지요양병원,"제주특별자치도 제주시 동광로 96, 동부빌딩 지하2, 지상3층 (이도이동)",064-747-1410,내과,제주,126.5382486,33.5052059,4.2
395,산내효요양병원,"대전광역시 동구 산내로1287번길 71-14, (낭월동)",042-471-0007,내과,대전,127.4648162,36.2778575,3.5
396,산들요양병원,"광주광역시 광산구 풍영정길 227-1, (신창동)",062-960-4000,내과,광주,126.8548788,35.1872767,3.7
397,산청요양병원,"경상남도 산청군 금서면 친환경로2605번길 69, 산청요양병원",055-983-1000,내과,경남,127.868586,35.4233901,3.4
398,삼경요양병원,"경기도 군포시 번영로 516, 삼경크리닉센타 B01, 301, 302, 303호,",031-390-1300,내과,경기,126.9345611,37.3582291,3.2
399,삼인요양병원,"부산광역시 사상구 대동로 95, 5층, 8~10층 (학장동)",051-327-3333,내과,부산,128.9779261,35.1384964,5.0
400,삼호요양병원,"울산광역시 남구 북부순환도로 58, 1~7층 (무거동)",052-277-3001,내과,울산,129.2698338,35.5522972,3.0
401,상경원인터메드요양병원,"경기도 여주시 강천면 걸촌동길 33-4, ()",1600-5075,내과,경기,127.702157,37.2890394,4.0
402,상그릴라요양병원(일반요양병원),"광주광역시 광산구 월계로 217,  (쌍암동)",062-974-1860,내과,광주,126.8493253,35.2136804,3.2
403,상록수요양병원,"울산광역시 동구 진성8길 94, 상록수요양병원 (전하동)",052-232-0100,내과,울산,129.4297592,35.5093952,2.2
404,상무힐링요양병원,"광주광역시 서구 운천로 225, 지하2, 지상1~8층 (치평동, 상무힐타워)",062-365-1000,내과,광주,126.8544011,35.1525077,2.9
405,상인요양병원,"대구광역시 달서구 월배로 247, 지하1층, 지상2,3,4,5층 (상인동)",053-282-5000,내과,대구,128.5403242,35.8200265,5.0
406,상주시립요양병원,"경상북도 상주시 용마로 190-45,  (도남동)",054-530-5300,내과,경북,128.2430901,36.436911,3.5
407,새결요양병원,"대구광역시 북구 학정로 103, 지하1, 1~4층 (태전동)",053-314-1100,내과,대구,128.5504568,35.9172789,2.0
408,새라새요양병원,"부산광역시 남구 석포로26번길 17, (감만동)",051-628-6005,내과,부산,129.0845486,35.121835,2.0
409,새마음요양병원,"서울특별시 성북구 동소문로 215, (정릉동)",02-911-7115,내과,서울,127.0214664,37.6013117,3.2
410,새미래요양병원,"서울특별시 강서구 국회대로 233, (화곡동)",02-2061-5544,내과,서울,126.86087,37.5297134,3.2
411,새봄요양병원,"경기도 남양주시 오남읍 진건오남로884번길 22-20, ()",031-573-0500,내과,경기,127.1993194,37.705386,2.6
412,새빛요양병원,"서울특별시 강서구 화곡로61길 109, 천수빌딩 2,3,4,5층 (등촌동)",02-2658-3929,내과,서울,126.8464748,37.5583057,4.0
413,새올요양병원,"인천광역시 부평구 마장로 246, 새올 요양병원 (산곡동)",032-507-3355,내과,인천,126.7032862,37.4999701,2.2
414,새웅상요양병원,"경상남도 양산시 서창동1길 7, (삼호동)",055-386-6370,내과,경남,129.1683886,35.4112788,3.2
415,새인천요양병원,"인천광역시 남동구 논고개로123번길 17, 아이플랙스 11층(논현동) (논현동)",032-719-7874,내과,인천,126.7230659,37.4016809,3.7
416,새찬요양병원,"경기도 고양시 덕양구 토당로67번길 2, (토당동)",031-979-2119,내과,경기,126.818483,37.6215977,2.4
417,새희망요양병원,"광주광역시 남구 효우1로 12, 지하1층 일부, 1층 일부, 501, 601, 7",062-225-0200,내과,광주,126.8942507,35.1022466,4.2
418,샘고을요양병원,"전라북도 정읍시 정읍북로 42-54,  1동 (구룡동,샘고을요양병원)",063-700-7000,내과,전북,126.8657462,35.568657,3.0
419,생생우리누리요양병원,"경기도 양평군 용문면 우나람길 63, ()",031-775-1122,내과,경기,127.5857927,37.4573244,1.5
420,서동제일요양병원,"부산광역시 금정구 서동로 172, (서동)",051-529-5500,내과,부산,129.1051966,35.2143872,3.8
421,서라벌요양병원,"경상남도 창원시 의창구 남산로17번길 28, 2층, 3층 (팔용동, 팔용에이스빌딩",055-294-1400,내과,경남,128.6143918,35.2605521,4.0
422,서온요양병원,"인천광역시 서구 도곡로 172-5, 서온요양병원 가동 지하1~2, 2~4층 나동전",1670-5101,내과,인천,126.6634584,37.6362453,3.6
423,서울닥터스요양병원,"인천광역시 서구 가정로 270, (석남동)",032-721-7075,내과,인천,126.6727006,37.5088794,1.5
424,서울대효요양병원,"경기도 광명시 오리로 518, 7,8,9,10층 (소하동, 대교빌딩)",02-899-9114,내과,경기,126.8820235,37.4481983,3.3
425,서울브이아이피(VIP)요양병원,"서울특별시 구로구 경인로 297, 오류빌딩 (개봉동)",02-2611-8883,내과,서울,126.8535023,37.4979894,2.8
426,서울사랑요양병원,"서울특별시 도봉구 삼양로 574, 2~5층 (쌍문동)",02-2039-5099,내과,서울,127.0131844,37.6543516,3.2
427,서울삼성요양병원,"서울특별시 영등포구 선유로 51, 파인그라드빌딩 b1~8층 (문래동6가)",02-6951-1192,내과,서울,126.8887213,37.5185968,2.6
428,서울센트럴요양병원,"서울특별시 영등포구 경인로 767, (문래동3가)",02-6959-4114,내과,서울,126.898673,37.5139634,3.7
429,서울숲요양병원,"서울특별시 강동구 고덕로 295-60, 원케어메디컬타운 (고덕동)",02-2045-9000,내과,서울,127.1596603,37.5584496,3.5
430,서울스마트요양병원,"서울특별시 양천구 중앙로 181, 복합메디컬타운 3~8층 (신정동)",02-2601-7111,내과,서울,126.8556737,37.5128103,2.3
431,서울암요양병원,"경기도 파주시 와석순환로 507, 월드타워9 4,5,10층 (와동동)",031-945-7788,내과,경기,126.7619106,37.7245832,3.7
432,서울에이스요양병원,"서울특별시 동대문구 고산자로 379, (용두동)",02-961-4700,내과,서울,127.0377202,37.5736477,3.6
433,서울연세요양병원,"서울특별시 송파구 삼학사로 53, 태영빌딩 (삼전동)",02-573-9573,내과,서울,127.096637,37.5020324,2.6
434,서울우리요양병원,"부산광역시 북구 화명대로 42, (화명동)",051-361-3500,내과,부산,129.0126896,35.2344122,3.0
435,서울위례바이오요양병원,"경기도 성남시 수정구 헌릉로 999, 센트럴메디타운 2층,3층,4층 일부 (창곡동",031-758-8575,내과,경기,127.1433543,37.4622771,3.0
436,서울제일요양병원,"서울특별시 양천구 가로공원로 81, 지하1층~지상5층 (신월동)",02-2691-9114,내과,서울,126.8248617,37.5355894,2.2
437,서울중앙요양병원,"서울특별시 서대문구 충정로 71-5, (충정로2가)",02-3147-0999,내과,서울,126.9654392,37.5651933,3.2
438,서울현대요양병원,"서울특별시 강동구 올림픽로 684, (천호동)",02-484-7588,내과,서울,127.1253106,37.5422847,3.7
439,서울효사랑요양병원,"서울특별시 성동구 동일로 93, (성수동2가)",02-462-0114,내과,서울,127.0631075,37.5411448,3.2
440,서울힐링요양병원,"서울특별시 송파구 중대로 191, 서울힐링요양병원 (가락동)",02-1833-7037,내과,서울,127.1257253,37.4990602,3.4
441,서원요양병원,"충청북도 청주시 서원구 남이면 남석로 316-26, 서원요양병원",043-233-6000,내과,충북,127.4297277,36.5820771,2.6
442,서종요양병원,"경상남도 김해시 김해대로2492번길 54-7, (삼정동)",055-339-0003,내과,경남,128.9045866,35.2269514,3.7
443,서천군립노인요양병원,"충청남도 서천군 종천면 충서로302번길 88-12, (종천면)",041-950-1001,내과,충남,126.6564231,36.1093175,3.0
444,서천요양병원,"충청남도 서천군 서천읍 삼산북길 56, 56",041-953-8376,내과,충남,126.7270446,36.0746272,3.3
445,서천한국요양병원,"충청남도 서천군 마서면 어리길 205-7, ()",041-950-5200,내과,충남,126.7046293,36.0568025,4.0
446,서초프라임요양병원,"서울특별시 서초구 방배천로2길 22, (방배동)",02-588-7575,내과,서울,126.9839391,37.4767244,3.0
447,선안요양병원,"부산광역시 사하구 다대로 616, (다대동)",051-600-3800,내과,부산,128.9705052,35.0516288,4.0
448,선요양병원,"경상북도 경산시 중앙로16길 49,  (삼북동)",053-812-4500,내과,경북,128.7364249,35.8187931,3.3
449,선의요양병원,"서울특별시 노원구 동일로 1419, 9층~11층 (상계동)",02-3391-3992,내과,서울,127.0598676,37.6553187,2.0
450,선진병원(요양병원),"경기도 안양시 만안구 안양로 325-1, (안양동)",031-442-6655,내과,경기,126.9192818,37.4007393,2.8
451,선하요양병원,"부산광역시 서구 구덕로200번길 8, (부민동1가)",051-714-1714,내과,부산,129.020337,35.1023859,3.7
452,선한빛요양병원,"경기도 광주시 경충대로1926번길 119, (탄벌동, 연세대학교의과대학세브란스정신",031-765-0908,내과,경기,127.2247079,37.4117061,3.4
453,선한이웃요양병원,"충청남도 천안시 동남구 정골2길 91, (구성동)",041-564-5555,내과,충남,127.1774765,36.7994234,3.4
454,성로요양병원,"인천광역시 계양구 아나지로 378, (작전동)",032-555-4433,내과,인천,126.73408,37.5252031,3.4
455,성미카엘요양병원,"경상남도 창원시 의창구 사림로45번길 4-11, (사림동)",055-264-6007,내과,경남,128.6784374,35.2477121,2.5
456,성북서울요양병원,"서울특별시 성북구 종암로 31, (종암동)",02-6312-3700,내과,서울,127.03588,37.5931073,2.8
457,성북웰니스요양병원,"서울특별시 성북구 보문로 86, (보문동4가)",02-3672-2233,내과,서울,127.0209304,37.5830094,3.2
458,성산현대요양병원,"부산광역시 동래구 시실로 12, (명륜동)",051-555-6533,내과,부산,129.0853661,35.2174024,3.2
459,성서요양병원,"대구광역시 달서구 문화회관1안길 29, (장기동)",053-593-7587,내과,대구,128.5188084,35.8480203,2.7
460,성신고려요양병원,"서울특별시 금천구 범안로 1191, (독산동)",02-805-6797,내과,서울,126.8940784,37.4667514,1.7
